id,sum,term,payment,guarantees,reason,credits,other_credits,credit_report,marital_status,age,employment,qualification,immigrant,residence_since,accommodation,estate,savings,dependents,phone,status,bankruptcy
750,428,6,2,none,furniture or equipment,1,bank,existing credits paid back duly till now,female divorced or separated or married,49,7+ y.,skilled employee,yes,1,own,building society savings agreement or life insurance,less-than 100 cu,1,yes,less-than 0 cu,0
751,976,18,1,none,new car,1,none,existing credits paid back duly till now,female divorced or separated or married,23,less-than 1 y.,unskilled resident,yes,2,own,car or other,less-than 100 cu,1,none,less-than 0 cu,1
752,841,12,2,none,business,1,none,existing credits paid back duly till now,female divorced or separated or married,23,4 to 7 y.,unskilled resident,yes,4,rent,real estate,100 to 500 cu,1,none,0 to 200 cu,0
753,5771,30,4,none,television or radio,2,none,critical account or other credits existing(not at this bank),female divorced or separated or married,25,4 to 7 y.,skilled employee,yes,2,own,car or other,less-than 100 cu,1,none,no checking account,0
754,1555,12,4,none,repairs,2,none,delay in paying off in the past,male single,55,7+ y.,skilled employee,yes,4,for free,unknown or no property,greater-than 1000 cu,2,none,no checking account,1
755,1285,24,4,none,new car,1,none,existing credits paid back duly till now,female divorced or separated or married,32,4 to 7 y.,skilled employee,yes,4,rent,unknown or no property,unknown or no savings account,1,none,less-than 0 cu,1
756,1299,6,1,none,new car,3,none,critical account or other credits existing(not at this bank),male single,74,1 to 4 y.,unemployed or unskilled non-resident,no,1,own,real estate,less-than 100 cu,2,none,greater-than 200 cu or salary assignments for at least 1 year,0
757,1271,15,3,none,television or radio,2,none,critical account or other credits existing(not at this bank),male single,39,1 to 4 y.,skilled employee,yes,4,for free,unknown or no property,unknown or no savings account,1,yes,greater-than 200 cu or salary assignments for at least 1 year,1
758,1393,24,2,guarantor,new car,1,none,existing credits paid back duly till now,male single,31,1 to 4 y.,skilled employee,yes,2,own,real estate,less-than 100 cu,1,yes,no checking account,0
759,691,12,4,none,new car,2,none,critical account or other credits existing(not at this bank),male single,35,7+ y.,skilled employee,yes,3,own,building society savings agreement or life insurance,less-than 100 cu,1,none,less-than 0 cu,1
760,5045,15,1,none,new car,1,none,critical account or other credits existing(not at this bank),female divorced or separated or married,59,7+ y.,skilled employee,yes,4,own,car or other,unknown or no savings account,1,yes,no checking account,0
761,2124,18,4,none,furniture or equipment,2,none,critical account or other credits existing(not at this bank),female divorced or separated or married,24,1 to 4 y.,skilled employee,yes,4,rent,real estate,less-than 100 cu,1,none,less-than 0 cu,1
762,2214,12,4,none,television or radio,1,none,existing credits paid back duly till now,male single,24,1 to 4 y.,unskilled resident,yes,3,own,building society savings agreement or life insurance,less-than 100 cu,1,none,less-than 0 cu,0
763,12680,21,4,none,new car,1,none,critical account or other credits existing(not at this bank),male single,30,7+ y.,management or self-employed or highly qualified employee,yes,4,for free,unknown or no property,unknown or no savings account,1,yes,no checking account,1
764,2463,24,4,none,new car,2,none,critical account or other credits existing(not at this bank),male married or widowed,27,4 to 7 y.,skilled employee,yes,3,own,building society savings agreement or life insurance,100 to 500 cu,1,yes,no checking account,0
765,1155,12,3,guarantor,television or radio,2,bank,existing credits paid back duly till now,male married or widowed,40,7+ y.,unskilled resident,yes,3,own,real estate,less-than 100 cu,1,none,0 to 200 cu,0
766,3108,30,2,none,furniture or equipment,1,none,existing credits paid back duly till now,male divorced or separated,31,less-than 1 y.,unskilled resident,yes,4,own,building society savings agreement or life insurance,less-than 100 cu,1,none,less-than 0 cu,1
767,2901,10,1,none,used car,1,none,existing credits paid back duly till now,female divorced or separated or married,31,less-than 1 y.,skilled employee,yes,4,rent,real estate,unknown or no savings account,1,none,no checking account,0
768,3617,12,1,none,furniture or equipment,3,none,critical account or other credits existing(not at this bank),male single,28,7+ y.,skilled employee,yes,4,rent,car or other,less-than 100 cu,1,yes,0 to 200 cu,0
769,1655,12,2,none,television or radio,2,none,critical account or other credits existing(not at this bank),male single,63,7+ y.,unskilled resident,yes,4,own,real estate,less-than 100 cu,1,yes,no checking account,0
770,2812,24,2,none,used car,1,none,existing credits paid back duly till now,female divorced or separated or married,26,7+ y.,skilled employee,yes,4,rent,real estate,unknown or no savings account,1,none,less-than 0 cu,0
771,8065,36,3,none,education,2,none,critical account or other credits existing(not at this bank),female divorced or separated or married,25,1 to 4 y.,management or self-employed or highly qualified employee,yes,2,own,unknown or no property,less-than 100 cu,1,yes,less-than 0 cu,1
772,3275,21,1,none,used car,1,none,critical account or other credits existing(not at this bank),male single,36,7+ y.,management or self-employed or highly qualified employee,yes,4,own,car or other,less-than 100 cu,1,yes,no checking account,0
773,2223,24,4,none,television or radio,2,bank,critical account or other credits existing(not at this bank),male single,52,7+ y.,skilled employee,yes,4,own,building society savings agreement or life insurance,100 to 500 cu,1,none,no checking account,0
774,1480,12,2,none,new car,3,bank,critical account or other credits existing(not at this bank),male single,66,unemployed,unemployed or unskilled non-resident,yes,4,for free,unknown or no property,500 to 1000 cu,1,none,greater-than 200 cu or salary assignments for at least 1 year,0
775,1371,24,4,none,new car,1,none,existing credits paid back duly till now,female divorced or separated or married,25,1 to 4 y.,skilled employee,yes,4,rent,real estate,unknown or no savings account,1,none,less-than 0 cu,1
776,3535,36,4,none,new car,2,none,critical account or other credits existing(not at this bank),male single,37,4 to 7 y.,skilled employee,yes,4,own,car or other,less-than 100 cu,1,yes,no checking account,0
777,3509,18,4,guarantor,television or radio,1,none,existing credits paid back duly till now,female divorced or separated or married,25,4 to 7 y.,skilled employee,yes,1,own,real estate,less-than 100 cu,1,none,less-than 0 cu,0
778,5711,36,4,none,used car,2,none,critical account or other credits existing(not at this bank),male single,38,7+ y.,management or self-employed or highly qualified employee,yes,2,own,car or other,greater-than 1000 cu,1,yes,no checking account,0
779,3872,18,2,none,repairs,1,none,existing credits paid back duly till now,female divorced or separated or married,67,unemployed,skilled employee,yes,4,own,car or other,less-than 100 cu,1,yes,0 to 200 cu,0
780,4933,39,2,guarantor,television or radio,2,none,critical account or other credits existing(not at this bank),male single,25,4 to 7 y.,skilled employee,yes,2,own,real estate,less-than 100 cu,1,none,0 to 200 cu,1
781,1940,24,4,none,new car,1,none,critical account or other credits existing(not at this bank),male single,60,7+ y.,skilled employee,yes,4,own,real estate,greater-than 1000 cu,1,yes,no checking account,0
782,1410,12,2,none,requalification,1,none,no credits or all paid,male single,31,1 to 4 y.,unskilled resident,yes,2,own,real estate,less-than 100 cu,1,yes,0 to 200 cu,0
783,836,12,4,none,new car,1,bank,existing credits paid back duly till now,female divorced or separated or married,23,less-than 1 y.,unskilled resident,yes,2,own,building society savings agreement or life insurance,100 to 500 cu,1,none,0 to 200 cu,1
784,6468,20,1,none,used car,1,none,existing credits paid back duly till now,male divorced or separated,60,unemployed,management or self-employed or highly qualified employee,yes,4,own,real estate,unknown or no savings account,1,yes,0 to 200 cu,0
785,1941,18,4,none,business,1,none,existing credits paid back duly till now,male single,35,1 to 4 y.,unskilled resident,yes,2,own,building society savings agreement or life insurance,greater-than 1000 cu,1,yes,0 to 200 cu,0
786,2675,22,3,none,television or radio,1,none,existing credits paid back duly till now,male single,40,7+ y.,skilled employee,yes,4,own,car or other,500 to 1000 cu,1,none,no checking account,0
787,2751,48,4,none,used car,2,none,critical account or other credits existing(not at this bank),male single,38,7+ y.,skilled employee,yes,3,own,car or other,unknown or no savings account,2,yes,no checking account,0
788,6224,48,4,none,education,1,none,delay in paying off in the past,male single,50,7+ y.,skilled employee,yes,4,for free,unknown or no property,less-than 100 cu,1,none,0 to 200 cu,1
789,5998,40,4,none,education,1,bank,critical account or other credits existing(not at this bank),male single,27,1 to 4 y.,skilled employee,yes,3,own,unknown or no property,less-than 100 cu,1,yes,less-than 0 cu,1
790,1188,21,2,none,business,1,none,existing credits paid back duly till now,female divorced or separated or married,39,7+ y.,skilled employee,yes,4,own,building society savings agreement or life insurance,less-than 100 cu,2,none,0 to 200 cu,1
791,6313,24,3,none,used car,1,none,existing credits paid back duly till now,male single,41,7+ y.,management or self-employed or highly qualified employee,yes,4,own,car or other,unknown or no savings account,2,yes,no checking account,0
792,1221,6,1,none,furniture or equipment,2,none,critical account or other credits existing(not at this bank),male married or widowed,27,1 to 4 y.,skilled employee,yes,2,own,building society savings agreement or life insurance,unknown or no savings account,1,none,no checking account,0
793,2892,24,3,none,furniture or equipment,1,none,existing credits paid back duly till now,male divorced or separated,51,7+ y.,skilled employee,yes,4,for free,unknown or no property,less-than 100 cu,1,none,greater-than 200 cu or salary assignments for at least 1 year,0
794,3062,24,4,none,furniture or equipment,1,none,existing credits paid back duly till now,male single,32,7+ y.,skilled employee,yes,3,rent,unknown or no property,500 to 1000 cu,1,yes,no checking account,0
795,2301,9,2,none,furniture or equipment,1,none,existing credits paid back duly till now,female divorced or separated or married,22,less-than 1 y.,skilled employee,yes,4,rent,building society savings agreement or life insurance,100 to 500 cu,1,none,no checking account,0
796,7511,18,1,none,used car,1,none,existing credits paid back duly till now,male single,51,7+ y.,skilled employee,yes,4,for free,building society savings agreement or life insurance,unknown or no savings account,2,yes,less-than 0 cu,1
797,1258,12,2,none,furniture or equipment,2,none,critical account or other credits existing(not at this bank),female divorced or separated or married,22,less-than 1 y.,unskilled resident,yes,4,rent,building society savings agreement or life insurance,less-than 100 cu,1,none,no checking account,0
798,717,24,4,none,new car,2,none,delay in paying off in the past,male married or widowed,54,7+ y.,skilled employee,yes,4,own,car or other,unknown or no savings account,1,yes,no checking account,0
799,1549,9,4,none,new car,1,none,existing credits paid back duly till now,male single,35,less-than 1 y.,unemployed or unskilled non-resident,yes,2,own,real estate,unknown or no savings account,1,none,0 to 200 cu,0
